"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3083244,"November 26, 2024",Texas,Kingsville,"1644 Connelvilla Rd",1,0,0,0,1,N/A
3082267,"November 26, 2024",Texas,Houston,"4131 Wuthering Heights Dr",1,0,0,0,1,N/A
3081496,"November 26, 2024",California,Lancaster,"534 W Ave J 8",1,0,0,0,1,N/A
3082411,"November 26, 2024","North Carolina",Raleigh,"2000 block of Isner Ln",1,0,0,0,1,N/A
3082830,"November 26, 2024","South Carolina",Cross,"Spiers Landing Rd",2,1,0,0,1,N/A
3081230,"November 26, 2024",Mississippi,Jackson,"200 Rebelwood Dr",1,0,0,0,1,N/A
3081217,"November 26, 2024",Illinois,Chicago,"3100 block of W 59th St",1,0,0,0,0,N/A
3082118,"November 26, 2024",Nebraska,Sidney,"1430 County Rd 109",0,0,1,0,0,N/A
3081475,"November 26, 2024",California,"Los Angeles","W Jefferson Blvd and Virginia Rd",0,1,1,0,0,N/A
3082177,"November 26, 2024",Missouri,"Saint Louis","3500 block of Alberta St",1,0,0,0,0,N/A
3081749,"November 26, 2024",Ohio,"Cleveland (Parma)","Holland Rd and W 130th St",1,0,0,0,0,N/A
3082017,"November 26, 2024",Indiana,Elkhart,"700 block of Monroe St",1,0,0,0,0,N/A
3088941,"November 26, 2024",Virginia,"South Boston","700 block of Lincoln Dr",1,0,0,0,1,N/A
3086657,"November 26, 2024",Georgia,Royston,"2888 W Main St",1,0,0,0,0,N/A
3081427,"November 26, 2024",Texas,Houston,"250 Uvalde Rd",1,0,0,0,1,N/A
3082282,"November 26, 2024",Maryland,Laurel,"12600 block of Silverbirch Ln",1,0,0,0,1,N/A
3081839,"November 26, 2024",Tennessee,Jackson,"Wallace Rd and Fairmeadow Cove",1,4,0,0,3,N/A
3081639,"November 25, 2024",Ohio,Lorain,"400 block of W 14th St",1,0,0,0,0,N/A
3081781,"November 25, 2024",Pennsylvania,Philadelphia,"5200 block of Market St",1,0,0,0,0,N/A
3080733,"November 25, 2024","New York",Rochester,"100 block of Copley St",1,0,0,0,0,N/A
3080770,"November 25, 2024",Virginia,Suffolk,"300 block of Cedar St",1,0,0,0,0,N/A
3080735,"November 25, 2024",Indiana,Indianapolis,"1301 N Ritter Ave",1,1,0,0,0,N/A
3082771,"November 25, 2024",Tennessee,Dyersburg,"2105 St John Ave",1,0,0,0,1,N/A
3082766,"November 25, 2024",Oregon,Wilsonville,"11000 block of SW Barber St",0,0,2,0,0,N/A
3081086,"November 25, 2024",Louisiana,Marksville,"Scallan St and MLK Dr",0,0,1,0,0,N/A
3080427,"November 25, 2024",Texas,Tomball,"19923 Stone Creek Ct",1,0,0,0,1,N/A
3081453,"November 25, 2024",Georgia,Scottdale,"338 Hatton Dr",1,0,0,0,0,N/A
3092623,"November 25, 2024",Arizona,Tolleson,"S El Mirage Rd and W Broadway Rd",1,0,0,0,1,N/A
3080612,"November 25, 2024",Michigan,"Harper Woods","18500 block of Kenosha St",1,0,1,0,0,N/A
3081450,"November 25, 2024",Florida,Tallahassee,"3200 block of Notre Dame St",1,1,0,0,0,N/A
3081443,"November 25, 2024",Florida,Tampa,"7700 block of N Florida Ave",1,0,0,0,0,N/A
3081440,"November 25, 2024",Florida,"Avon Park","Fred Conner St",1,0,0,0,1,N/A
3081263,"November 25, 2024",Nevada,"Las Vegas","3325 S Las Vegas Blvd",1,0,0,0,1,N/A
3081299,"November 25, 2024",Texas,Austin,"414 E Wonsley Dr",1,0,0,0,6,N/A
3082181,"November 25, 2024",Missouri,"Kansas City","3000 block of NW 73rd St",0,0,1,0,0,N/A
3081335,"November 25, 2024",Nevada,"Las Vegas","3700 Paradise Rd",1,0,0,0,1,N/A
3083796,"November 25, 2024",Indiana,Gary,"1300 block of W 47th Ave",1,0,0,0,0,N/A
3080786,"November 25, 2024",Illinois,"New Lenox","I-80 and I-355",1,0,0,0,1,N/A
3082192,"November 25, 2024",Illinois,"East Saint Louis","7513 Church Ln",1,0,0,0,0,N/A
3081330,"November 25, 2024",Texas,"Port Arthur","3200 block of 32nd St",1,0,0,0,0,N/A
3081898,"November 25, 2024","North Carolina","Browns Summit","4900 block of Yanceyville Rd",1,0,0,0,0,N/A
3082179,"November 25, 2024",Missouri,"Saint Louis","Bonita Ave and S Kingshighway Blvd",1,0,0,0,1,N/A
3080854,"November 25, 2024",Illinois,Chicago,"6704 S Ashland Ave",1,0,0,0,0,N/A
3081249,"November 25, 2024",Texas,Greenville,"3517 Pickett St",1,0,0,1,1,N/A
3081294,"November 25, 2024",Texas,Austin,"1212 W Parmer Ln",1,0,0,0,1,N/A
3080321,"November 25, 2024",Missouri,"Saint Louis","5500 block of Thrush Ave",1,0,0,0,1,N/A
3080865,"November 25, 2024",Ohio,Columbus,"1200 block of N 4th St",1,0,0,0,1,N/A
3082167,"November 25, 2024",Missouri,"Kansas City","W Bluff Dr and Avenida Cesar E Chavez",1,1,0,0,0,N/A
3080525,"November 25, 2024",Minnesota,Minneapolis,"1818 Lowry Ave N",1,0,0,0,0,N/A
3080778,"November 25, 2024",Virginia,Hampton,"400 block of Newport News Ave",1,0,0,1,0,N/A
3081929,"November 25, 2024",Oklahoma,Catoosa,"S 273rd E Ave and E Admiral Pl",1,1,0,0,0,N/A
3080909,"November 24, 2024",Michigan,Flint,"2002 S Dort Hwy",1,0,0,0,0,N/A
3079735,"November 24, 2024",Georgia,Atlanta,"1150 Crescent Ave NE",1,0,0,0,1,N/A
3079712,"November 24, 2024",Pennsylvania,Philadelphia,"1065 E Erie Ave",1,0,0,0,0,N/A
3080052,"November 24, 2024",Ohio,"Cleveland (Shaker Heights)","17000 block of Shaker Blvd",2,0,0,0,0,N/A
3080772,"November 24, 2024",Alabama,Birmingham,"Spruce Ave and Cunningham St",1,0,0,0,0,N/A
3080263,"November 24, 2024",Kansas,Topeka,"2000 block of N Kansas Ave",1,0,0,0,2,N/A
3080820,"November 24, 2024",Pennsylvania,Johnstown,"100 block of Sheridan St",1,0,0,0,1,N/A
3079988,"November 24, 2024",Utah,Ogden,"900 E 1150 N",0,0,1,0,0,N/A
3080544,"November 24, 2024","South Carolina",Columbia,"2732 Decker Blvd",1,1,0,0,1,N/A
3080804,"November 24, 2024",Tennessee,Antioch,"1307 Bell Rd",1,0,0,0,2,N/A
3079740,"November 24, 2024",Indiana,Indianapolis,"4215 E New York St",1,0,0,1,0,N/A
3080658,"November 24, 2024",Wisconsin,Appleton,"1807 S Sanders St",1,0,0,0,1,N/A
3079892,"November 24, 2024",Tennessee,Nashville,"Hillhurst Dr and Lyndale Dr",1,0,0,0,0,N/A
3079902,"November 24, 2024",California,"Long Beach","2600 block of E Ocean Blvd",1,1,0,0,1,N/A
3085467,"November 24, 2024",Texas,Houston,"3850 Wilcrest Dr",1,0,0,0,2,N/A
3080106,"November 24, 2024","New York",Brooklyn,"Albany Ave and Decatur St",1,1,0,0,0,N/A
3080019,"November 24, 2024",Indiana,Bremen,"17200 block of Quinn Rd",1,0,0,0,0,N/A
3080383,"November 24, 2024",Texas,Laredo,"7615 Laguna Del Mar Ct",1,0,1,0,0,N/A
3079683,"November 24, 2024",Florida,"Fort Lauderdale (Lauderhill)","2401 NW 41st Ave",1,0,0,0,1,N/A
3080406,"November 24, 2024",Ohio,"Ohio City","108 S Washington St",2,0,1,0,0,N/A
3089084,"November 24, 2024",Georgia,"Stone Mountain","7184 Rockbridge Rd SW",1,0,0,0,0,N/A
3079910,"November 24, 2024","New York","Corona (Queens)","1025 Beach 20th St",1,0,0,0,0,N/A
3079565,"November 24, 2024",Illinois,Chicago,"2600 block of S Avers Ave",1,1,0,0,0,N/A
3081349,"November 24, 2024","Rhode Island",Providence,"50 block of Monticello St",1,0,0,0,0,N/A
3080348,"November 24, 2024",Texas,"Corpus Christi","1821 S Padre Island Dr",0,0,1,0,0,N/A
3079934,"November 24, 2024",California,"Rancho Cordova","10083 Folsom Blvd",0,0,1,0,0,N/A
3081405,"November 24, 2024",Mississippi,Louisville,"316 E Oak St",1,0,0,0,0,N/A
3080361,"November 24, 2024",Maryland,"Capitol Heights","5000 block of Lee Jay Ct",1,0,0,0,0,N/A
3080569,"November 24, 2024","New Jersey",Bridgeton,"100 block of Cottage Ave",1,0,0,0,1,N/A
3080342,"November 24, 2024",Georgia,Atlanta,"1400 block of Bouldercrest Rd",1,0,0,0,0,N/A
3079624,"November 24, 2024",Illinois,Chicago,"454 E 87th Pl",1,0,0,0,0,N/A
3080303,"November 24, 2024",Missouri,"Kansas City","I-435 and E Truman Rd",1,0,0,0,0,N/A
3080291,"November 24, 2024",Missouri,Joplin,"850 W Fountain Rd",0,0,1,0,0,N/A
3080245,"November 24, 2024",Iowa,Burlington,"514 S 7th St",1,1,0,0,1,N/A
3079642,"November 24, 2024",Missouri,"Kansas City","E 63rd St and Manchester Ave",1,0,0,0,0,N/A
3080254,"November 24, 2024",Michigan,Flint,"2002 S Dort Hwy",1,0,0,0,0,N/A
3080248,"November 24, 2024",Iowa,Springville,"718 Wild Pine Ct",1,0,1,0,0,N/A
3080441,"November 24, 2024",Texas,"Fort Worth","1203 E Davis Ave",1,0,0,0,1,N/A
3080757,"November 24, 2024",Virginia,"Glen Allen","8507 Brook Rd",1,0,0,0,0,N/A
3080319,"November 24, 2024",Missouri,"Saint Louis","700 block of Carr St",2,3,0,0,0,N/A
3080109,"November 24, 2024",Illinois,Chicago,"4000 block of W 26th St",1,1,0,0,0,N/A
3079905,"November 24, 2024","New York",Bronx,I-95,1,1,0,0,0,N/A
3080749,"November 24, 2024",Kentucky,Shepherdsville,"1414 W Hebron Ln",1,0,0,0,2,N/A
3080472,"November 24, 2024",Oklahoma,Tulsa,"S 41st W Ave and Charles Page Blvd",1,0,0,0,2,N/A
3080836,"November 23, 2024",Ohio,Dayton,"4600 block of Forsythe Ave",1,0,0,0,1,N/A
3079667,"November 23, 2024",Missouri,"Saint Louis","I-55 and Bates St",1,0,0,0,2,N/A
3079069,"November 23, 2024",Minnesota,Minneapolis,"2400 block of 17th Ave S",1,0,0,0,0,N/A
3080012,"November 23, 2024",Alaska,Anchorage,"4300 block of San Ernesto Ave",1,0,0,0,1,N/A
3083385,"November 23, 2024","North Carolina",Louisburg,NC-39,1,0,0,0,0,N/A
3080567,"November 23, 2024","South Carolina",Sumter,"Utah Cir",1,0,0,0,1,N/A
3081114,"November 23, 2024",Louisiana,Bastrop,"Carbon Plant Rd",0,0,1,0,0,N/A
3079986,"November 23, 2024",Texas,Houston,"8125 Mills Rd",1,0,0,0,0,N/A
3079664,"November 23, 2024",Florida,"North Fort Myers","8000 block of Heck Dr",1,1,0,0,0,N/A
3079420,"November 23, 2024","South Carolina",Greenville,"6 K Mart Plaza",0,0,1,0,0,N/A
3080057,"November 23, 2024",Ohio,Cleveland,"6300 block of Woodland Ave",1,0,0,0,1,N/A
3079168,"November 23, 2024",Michigan,Detroit,"Woodside St and Collingwood St",1,0,0,0,0,N/A
3079944,"November 23, 2024",Michigan,Saginaw,"S 12th St and Perkins St",1,0,0,0,2,N/A
3079111,"November 23, 2024",Virginia,Portsmouth,"300 block of Hamilton Ave",1,0,0,0,0,N/A
3079791,"November 23, 2024",Indiana,Indianapolis,"2425 E 38th St",1,0,0,0,0,N/A
3081433,"November 23, 2024",Florida,Kissimmee,"Caribbean View Terrace",1,0,0,0,0,N/A
3079922,"November 23, 2024","New York",Bronx,"689 E 233rd St",1,0,0,0,0,N/A
3079978,"November 23, 2024",Texas,Wolfforth,"400 block of 14th St",0,0,1,0,0,N/A
3079732,"November 23, 2024",Georgia,Atlanta,"2163 Flat Shoals Rd",1,0,0,0,0,N/A
3079197,"November 23, 2024",Indiana,Rochester,"Monroe St",0,0,1,0,0,N/A
3081260,"November 23, 2024",Mississippi,"Blue Springs (Fairfield)","1078 County Road 261",1,0,0,0,1,N/A
3079937,"November 23, 2024",California,"Santa Ana","2020 S Wood St",1,0,0,0,0,N/A
3079157,"November 23, 2024",Pennsylvania,Philadelphia,"5600 block of Whitby Ave",1,0,0,0,0,N/A
3079587,"November 23, 2024",Virginia,Manassas,"7486 Stream Walk Ln",1,0,0,0,1,N/A
3079202,"November 23, 2024",California,Sacramento,"7700 block of MacFadden Dr",1,0,0,0,1,N/A
3079346,"November 23, 2024",Oklahoma,Afton,"OK-85 and E 340 Rd",2,0,1,0,0,N/A
3079747,"November 23, 2024",Colorado,Denver,"1600 block of S Federal Blvd",1,0,0,0,1,N/A
3079557,"November 23, 2024",Texas,Arlington,"611 Slaughter St",2,0,0,0,5,N/A
3080589,"November 23, 2024",California,Stockton,"12000 block of E Whitehouse Rd",1,0,0,0,0,N/A
3079080,"November 23, 2024","North Dakota",Fargo,"5500 block of 36th Ave S",0,1,1,0,0,N/A
3091721,"November 23, 2024",Arizona,Tucson,"2600 block of E 22nd St",1,0,0,0,0,N/A
3079612,"November 23, 2024",Maryland,Baltimore,"5500 block of Hamlin Ave",1,0,0,0,0,N/A
3079435,"November 23, 2024",Mississippi,Greenville,"Redbud St and Nelson St",1,0,0,0,1,N/A
3079993,"November 23, 2024",Texas,Houston,"7800 Tidwell Rd",1,0,0,0,1,N/A
3079331,"November 23, 2024",Texas,"San Antonio","12790 I-10",1,1,0,0,1,N/A
3079730,"November 23, 2024",Mississippi,Indianola,"Hoover St and Third Ave",1,0,0,0,3,N/A
3080706,"November 23, 2024",Indiana,Jeffersonville,"500 block of Indiana Ave",1,0,0,0,1,N/A
3081876,"November 22, 2024","North Carolina",Greenville,"210 Greenville Blvd SW",1,0,0,0,1,N/A
3079225,"November 22, 2024",Missouri,"Lees Summit","2100 block of SW Rutherford Dr",1,0,0,0,1,N/A
3078714,"November 22, 2024",Texas,Petrolia,"FM Road 810",0,0,1,0,0,N/A
3078316,"November 22, 2024",Georgia,Marietta,"677 Franklin Gateway SE",1,0,0,0,0,N/A
3078361,"November 22, 2024",Ohio,Columbus,"2900 block of Southfield Dr",1,0,0,0,1,N/A
3078520,"November 22, 2024",Minnesota,"Saint Paul","600 block of Aurora Ave",1,0,0,0,3,N/A
3078234,"November 22, 2024",Ohio,Akron,"700 block of Wren Walk",1,0,0,1,2,N/A
3078379,"November 22, 2024",Georgia,Suwanee,"3807 Baxley Village Trail",1,0,0,0,1,N/A
3078674,"November 22, 2024",Arkansas,Malvern,"W Page Ave and Vine St",0,0,1,0,0,N/A
3078781,"November 22, 2024",Tennessee,Memphis,"Winchester Rd and Winbrook Rd",1,0,0,0,0,N/A
3078725,"November 22, 2024",Alabama,Montgomery,"900 block of W South Blvd",1,1,0,0,0,N/A
3079313,"November 22, 2024",Georgia,Canton,"Ficklen Church Way",0,0,1,0,0,N/A
3078768,"November 22, 2024",Tennessee,Memphis,"Hernando Rd and Norris Rd",1,0,0,0,2,N/A
3078152,"November 22, 2024",Illinois,"Oak Park","Roosevelt Rd and S Ridgeland Ave",1,0,0,0,0,N/A
3078529,"November 22, 2024",Florida,"Saint Petersburg","22 NE Jefferson Cir N",1,0,0,0,0,N/A
3078939,"November 22, 2024",Arizona,Maricopa,"45000 block of W Dirk St",1,0,0,0,4,N/A
3079001,"November 22, 2024",Connecticut,"New Haven","Goffe St and Hudson St",1,0,0,0,1,N/A
3080554,"November 22, 2024","South Carolina",Walterboro,"226 Wichman St",1,2,0,0,0,N/A
3078416,"November 22, 2024",Illinois,Sycamore,"213 E. Maplewood Dr",1,0,1,0,0,N/A
3078783,"November 22, 2024",Georgia,Savannah,"200 block of Quacco Trail",3,0,0,0,1,N/A
3078882,"November 22, 2024",Texas,Dallas,"3558 Wilhurt Ave",1,0,0,0,3,N/A
3079124,"November 22, 2024",Kansas,Mission,"8817 Shawnee Mission Pkwy",1,0,0,0,1,N/A
3079410,"November 22, 2024",California,"Long Beach","900 block of Gaviota Ave",1,0,0,0,1,N/A
3079376,"November 22, 2024",California,Merced,"Childs Ave and B St",1,0,0,0,0,N/A
3078296,"November 22, 2024",Georgia,Jesup,"154 Sycamore St",0,0,1,0,0,N/A
3116411,"November 22, 2024",Arkansas,Amity,"Audie Ln",1,0,0,0,1,N/A
3079398,"November 22, 2024","South Carolina",Gaffney,"862 McKowns Mountain Rd",1,0,0,0,1,N/A
3079894,"November 22, 2024",California,Lemoore,"661 Hanford-Armona Rd",1,0,0,0,0,N/A
3079023,"November 22, 2024",Massachusetts,Brockton,"125 Pleasant St",1,0,0,0,1,N/A
3078161,"November 22, 2024",California,McLane,"N Fowler Ave and E Olive Ave",1,0,0,0,0,N/A
3132275,"November 22, 2024",Illinois,Chicago,"7300 block of S Phillips Ave",1,0,0,0,0,N/A
3079014,"November 22, 2024",Connecticut,Hartford,"180 Seymour St",1,0,0,0,0,N/A
3078693,"November 22, 2024",Illinois,Chicago,"5575 W Van Buren St",0,1,1,0,0,N/A
3079263,"November 22, 2024",Missouri,"Saint Louis","1100 block of Angelica St",1,0,0,0,1,N/A
3079325,"November 22, 2024",Texas,Breckenridge,"700 block of S Stoker Ave",1,0,0,0,1,N/A
3079318,"November 22, 2024",Alabama,Montgomery,"4800 block of Park Towne Wy",1,0,0,0,2,N/A
3079170,"November 22, 2024",Kansas,Wichita,"E 12th St N and N Broadway St",1,1,0,1,1,N/A
3081804,"November 22, 2024",Pennsylvania,Philadelphia,"1300 block of Sellers St",1,0,0,0,1,N/A
3078813,"November 22, 2024",Pennsylvania,Philadelphia,"5100 block of Frankford Ave",0,0,1,0,0,N/A
3080007,"November 22, 2024",Idaho,Jerome,"S 300 E and 400 S Rd",1,0,1,0,0,N/A
3079756,"November 22, 2024",Washington,Kent,"1500 block of W Meeker St",1,0,0,0,0,N/A
3078194,"November 21, 2024",Massachusetts,Worcester,"13 Brookside Ave",2,0,0,0,3,N/A
3078652,"November 21, 2024",Texas,Dallas,"5000 block of E Grand Ave",1,0,0,0,0,N/A
3077792,"November 21, 2024",Indiana,Indianapolis,"3833 Wind Drift Dr",1,2,0,0,0,N/A
3078581,"November 21, 2024",Minnesota,Rochester,"1st Ave SE and 10th St SE",1,0,0,0,0,N/A
3077660,"November 21, 2024",Florida,"Saint Petersburg","1040 16th St S",1,0,0,0,1,N/A
3077650,"November 21, 2024",Florida,Tampa,"1000 Century Park Dr",1,0,0,0,1,N/A
3078489,"November 21, 2024",Wisconsin,Milwaukee,"W Congress St and N Houston Ave",1,1,0,0,0,N/A
3077719,"November 21, 2024",Tennessee,"La Vergne","1700 block of Briarhill Ct",1,0,0,0,1,N/A
3078991,"November 21, 2024",Louisiana,"La Place (Laplace)","2100 block of Williamsburg Dr",0,0,1,0,0,N/A
3077369,"November 21, 2024","South Carolina","North Charleston","Sablewood St",0,1,1,0,0,N/A
3077655,"November 21, 2024",California,Bakersfield,"1101 E Belle Terrace",1,0,0,0,0,N/A
3077292,"November 21, 2024",Illinois,Moweaqua,"414 E Wall St",1,0,1,0,0,N/A
3078018,"November 21, 2024",Utah,"Salt Lake City (Murray)","4460 S Fairbourne Ave",1,0,0,0,3,N/A
3077924,"November 21, 2024",Georgia,Atlanta,"1001 Stonewall NE",1,0,0,0,0,N/A
3077385,"November 21, 2024",Georgia,Augusta,"544 Highland Ave",1,0,0,0,1,N/A
3077373,"November 21, 2024","South Carolina",Charleston,"King St and Line St",0,0,1,0,0,N/A
3077727,"November 21, 2024",Pennsylvania,Philadelphia,"2036 Ridge Ave",1,0,0,0,0,N/A
3079041,"November 21, 2024",Ohio,Cleveland,"125 E 156th St",1,0,0,0,0,N/A
3077914,"November 21, 2024",Georgia,Augusta,"2100 Block of C St",1,1,1,0,0,N/A
3077949,"November 21, 2024",Ohio,Akron,"100 block of E Wilbeth Rd",1,0,0,0,1,N/A
3077973,"November 21, 2024",Alabama,Birmingham,"4400 block of 41st Pl N",2,0,0,0,1,N/A
3077418,"November 21, 2024",Massachusetts,Springfield,"27 Lyman St",0,0,1,0,0,N/A
3077522,"November 21, 2024",Illinois,Chicago,"4301 W Cortez St",1,0,0,0,0,N/A
3077841,"November 21, 2024",Maryland,Baltimore,"3900 block of Dolfield Ave",1,0,0,0,0,N/A
3082242,"November 21, 2024",Maryland,Baltimore,"2300 block of Aisquith St",1,0,0,0,0,N/A
3077838,"November 21, 2024",Maryland,Baltimore,"4900 block of Frankford Ave",1,0,0,0,1,N/A
3078217,"November 21, 2024",Alabama,Birmingham,"300 block of 25th St SW",1,0,0,0,0,N/A
3078163,"November 21, 2024",California,Fresno,"890 W Belmont Ave",1,0,0,0,0,N/A
3077978,"November 21, 2024",Alabama,Birmingham,"6039 Wood Station Pl",1,0,0,0,0,N/A
3079308,"November 21, 2024",Indiana,Jeffersonville,"200 block of Kopp Ave",1,0,0,0,1,N/A
3077938,"November 21, 2024","West Virginia",Sandyville,"Panther Ln and Trace Fork Rd",0,0,1,0,0,N/A
3078441,"November 21, 2024",Washington,Kent,"Military Rd S and Veterans Dr",1,0,0,0,1,N/A
3077819,"November 21, 2024",Kentucky,Louisville,"5500 block of Overbrook Woods Pl",1,0,0,0,0,N/A
3077345,"November 21, 2024",Louisiana,"New Orleans","716 Iberville St",1,3,0,0,2,N/A
3076783,"November 20, 2024",Oklahoma,Lawton,"SW 14th St and Park Ave",1,0,0,0,1,N/A
3076838,"November 20, 2024",Virginia,Richmond,"5000 block of Snead Rd",1,0,0,0,0,N/A
3077709,"November 20, 2024",California,"North Highlands","4800 block of Watt Ave",1,1,0,0,0,N/A
3076883,"November 20, 2024",California,Sacramento,"8145 Judette Ave",1,0,0,0,1,N/A
3077662,"November 20, 2024",Texas,"Port Arthur","700 block of 3rd Ave",1,0,0,0,0,N/A
3077648,"November 20, 2024",Michigan,Flint,"6000 block of Stoney Point St",1,0,0,0,0,N/A
3076853,"November 20, 2024",California,"Morgan Hill","205 Tennant Ave",1,0,0,0,1,N/A
3076843,"November 20, 2024",Florida,Miami,"19331 SW 116th Ave",1,0,0,0,2,N/A
3077142,"November 20, 2024",Texas,Dallas,"5969 Highland Village Dr",1,2,0,0,0,N/A
3076763,"November 20, 2024",Maryland,"La Plata","6400 block of Huntt Rd",1,0,0,0,1,N/A
3076757,"November 20, 2024",Michigan,Detroit,"19900 block of Oakfield Ave",1,0,0,0,0,N/A
3076761,"November 20, 2024",Michigan,Detroit,"10500 block of Duprey St",1,0,0,0,0,N/A
3079385,"November 20, 2024",Montana,"Ravalli (county)",N/A,0,0,1,0,0,N/A
3077099,"November 20, 2024",Oregon,Portland,"8247 NE Sandy Blvd",1,0,0,0,0,N/A
3076933,"November 20, 2024",Pennsylvania,Philadelphia,"7337 Walnut Ln",2,0,1,0,0,N/A
3076927,"November 20, 2024",Ohio,Amherst,"320 Broadway St",1,0,1,0,0,N/A
3076548,"November 20, 2024",Mississippi,Jackson,"1200 block of Marydale Dr",1,0,0,0,2,N/A
3077357,"November 20, 2024",Arkansas,"Lake Village","416 Saint Marys St",1,0,0,0,0,N/A
3076539,"November 20, 2024",Mississippi,Jackson,"900 block of Raymond Rd",1,0,0,0,0,N/A
3076424,"November 20, 2024",Louisiana,"New Orleans","4500 block of Old Gentilly Rd",1,0,0,0,0,N/A
3077001,"November 20, 2024","District of Columbia",Washington,"5500 block of B St SE",1,0,0,0,0,N/A
3076735,"November 20, 2024",Maine,Lincoln,"614 Mohawk Rd",1,0,0,0,0,N/A
3076661,"November 20, 2024",Illinois,Chicago,"2400 block of S Oakley Ave",1,1,0,0,0,N/A
3076487,"November 20, 2024",Texas,Dallas,"3800 block of Lovingood Dr",1,0,0,0,0,N/A
3076819,"November 20, 2024",Florida,Jacksonville,"7500 block of Fawn Lake Dr",1,0,0,0,1,N/A
3076749,"November 20, 2024",Missouri,"Saint Louis","4745 Greer Ave",1,0,0,0,2,N/A
3077034,"November 20, 2024",Ohio,Columbus,"5500 block of Princess Pl",1,0,0,1,1,N/A
3077429,"November 20, 2024",Missouri,"West Plains","1234 Columbus Dr",1,0,0,0,1,N/A
3076498,"November 19, 2024",Texas,Dallas,"1900 block of Riverway Dr",1,0,0,0,1,N/A
3076317,"November 19, 2024",Ohio,Dayton,"4950 Old Barn Rd",1,0,0,0,1,N/A
3076964,"November 19, 2024",Georgia,Tifton,"100 block of E 18th St",1,0,0,0,1,N/A
3075812,"November 19, 2024",Arizona,Buckeye,"Almeria Rd",0,1,1,0,0,N/A
3075939,"November 19, 2024","New York","Corona (Queens)","161 St and Jamaica Ave",0,2,1,0,0,N/A
3076422,"November 19, 2024","North Carolina",Wilson,"1700 block of Freeman St SE",1,0,0,0,1,N/A
3076813,"November 19, 2024",Virginia,"Newport News","4200 block of Newsome Dr",1,0,0,0,0,N/A
3075822,"November 19, 2024",Wisconsin,Milwaukee,"10202 W Silver Spring Dr",1,2,0,0,1,N/A
3076789,"November 19, 2024",Oklahoma,"Oklahoma City (Midwest City)","2602 W Glenhaven Dr",1,0,0,0,0,N/A
3076833,"November 19, 2024",California,"Long Beach","5200 Atlantic Ave",0,1,1,0,0,N/A
3076915,"November 19, 2024",Virginia,"Virginia Beach","4600 Virginia Beach Blvd",0,0,1,0,0,N/A
3076243,"November 19, 2024","North Carolina",Charlotte,"1421 Tom Hunter Rd",1,0,0,0,1,N/A
3076129,"November 19, 2024",Minnesota,Minneapolis,"2500 block of Ogema Pl",1,0,0,0,0,N/A
3076866,"November 19, 2024",California,Sacramento,"3820 Northgate Blvd",2,0,0,0,3,N/A
3075723,"November 19, 2024","North Carolina",Conover,"4829 Rifle Range Rd",0,0,1,0,0,N/A
3076640,"November 19, 2024",Texas,Kingsland,"2500 block of Skyline Dr",1,0,1,0,0,N/A
3076419,"November 19, 2024",California,Antioch,"30 block of E 6th St",1,0,0,0,0,N/A
3075712,"November 19, 2024",Maryland,"Upper Marlboro","14200 block of Barenton Dr",0,0,1,0,0,N/A
3075379,"November 19, 2024",Louisiana,"New Orleans","3200 block of Loyola Ave",1,0,0,0,0,N/A
3084802,"November 19, 2024",California,Oakley,"3800 block of Marsh Way",1,0,0,0,0,N/A
3075793,"November 19, 2024",Connecticut,Hartford,"300 block of New Britain Ave",2,1,0,0,1,N/A
3075810,"November 19, 2024",Texas,Houston,"900 block of N York St",1,0,0,0,0,N/A
3075915,"November 19, 2024",Colorado,Littleton,"W Belleview Ave and Keenland Ct",0,0,1,0,0,N/A
3075734,"November 19, 2024",Florida,"Miami Gardens","2301 NW 167th St",1,0,0,0,0,N/A
3075736,"November 19, 2024","North Carolina",Charlotte,"407 W Arrowhead Dr",1,0,0,0,1,N/A
3076058,"November 19, 2024",Tennessee,Clarksville,"Chapel St",1,0,0,0,0,N/A
3076271,"November 19, 2024",Tennessee,"White Bluff","Violet Mist Dr",0,1,1,0,0,N/A
3076088,"November 19, 2024",Tennessee,Nashville,"400 Dr M L K Jr Blvd",1,0,0,0,1,N/A
3077146,"November 18, 2024",Ohio,Sandusky,"Pipe St",1,0,0,0,0,N/A
3076297,"November 18, 2024",Ohio,Columbus,"1900 block of Deborah Ct",1,0,0,0,1,N/A
3077199,"November 18, 2024",Illinois,Rockford,"1100 block of Chestnut St",1,0,0,0,5,N/A
3076274,"November 18, 2024",Ohio,"East Rochester","24235 Township Hwy 819",1,0,1,0,0,N/A
3077083,"November 18, 2024",Ohio,Columbus,"200 block of Highland Blvd",1,0,0,0,0,N/A
3075446,"November 18, 2024","South Carolina",Johnsonville,"1900 block of Vox Hwy",0,0,1,0,0,N/A
3075052,"November 18, 2024",Ohio,"North Canton","6880 Sunset Strip Ave NW",0,1,1,0,0,N/A
3076119,"November 18, 2024",Texas,Garland,"800 block of Bay Shore Dr",1,0,0,0,0,N/A
3075982,"November 18, 2024",Pennsylvania,Philadelphia,"2800 block of Kensington Ave",1,0,0,0,1,N/A
3075451,"November 18, 2024","South Carolina",Windsor,"300 block of Wendy Ln",1,0,0,0,0,N/A
